ClaimID,PolicyID,IncidentDate,SettlementDate,TurnaroundDays,ClaimType,ClaimAmount,ClaimStatus,RepudiationReason
CLM-50829,POL-103140,2024-07-07,2024-07-22,15,Vehicle Collision,38424.19,Settled,
CLM-50830,POL-104867,2025-06-20,2025-07-10,20,Business Interruption,112459.91,Settled,
CLM-50831,POL-100863,2025-08-23,2025-09-08,16,Cargo Loss in Transit,198138.65,Settled,
CLM-50832,POL-102242,2025-04-26,,,Cargo Loss in Transit,239003.29,Repudiated,Failure to Take Reasonable Precautions
CLM-50833,POL-101747,2024-10-30,2024-11-15,16,Vehicle Theft / Hijack,154204.32,Settled,
CLM-50834,POL-101769,2025-07-02,2025-07-12,10,Third Party Liability,54324.27,Settled,
CLM-50835,POL-104306,2024-11-20,2024-12-01,11,Hail Damage,13755.37,Approved,
CLM-50836,POL-101293,2024-11-12,2024-11-25,13,Accidental Damage,24421.66,Settled,
CLM-50837,POL-102519,2025-07-15,2025-07-21,6,Vehicle Theft / Hijack,284866.28,Settled,
CLM-50838,POL-104033,2024-04-04,2024-04-26,22,Livestock Loss,231283.06,Settled,
CLM-50839,POL-102471,2025-06-30,,,Windscreen Replacement,13823.46,Repudiated,Unlicensed / Unauthorised Driver
CLM-50840,POL-100055,2025-11-16,2025-11-26,10,Vehicle Collision,16676.82,Approved,
CLM-50841,POL-103652,2025-06-14,2025-06-30,16,Fleet Heavy Collision,91640.07,Settled,
CLM-50842,POL-104684,2025-05-02,2025-06-01,30,Farm Property Fire,167399.37,Settled,
CLM-50843,POL-103812,2025-07-22,2025-08-09,18,Livestock Loss,159965.77,Settled,
CLM-50844,POL-103781,2024-07-24,2024-08-21,28,Livestock Loss,122121.94,Approved,
CLM-50845,POL-102991,2024-12-21,2025-01-03,13,Hail Damage,15976.6,Settled,
CLM-50846,POL-103532,2024-07-29,2024-08-20,22,Storm / Roof Damage,14230.24,Settled,
CLM-50847,POL-103868,2025-08-02,2025-08-16,14,Windscreen Replacement,13800.07,Settled,
CLM-50848,POL-100461,2025-05-25,2025-06-12,18,Fleet Hail Damage,100273.48,Settled,
CLM-50849,POL-102675,2025-01-24,2025-03-01,36,Hail Damage,197345.04,Settled,
CLM-50850,POL-104685,2025-11-05,2025-11-14,9,Hail Damage,33268.58,Settled,
CLM-50851,POL-100651,2024-09-04,2024-09-22,18,Housebreaking / Theft,96714.65,Settled,
CLM-50852,POL-101729,2024-08-28,2024-09-13,16,Hail Damage,48959.29,Settled,
CLM-50853,POL-101972,2025-04-18,2025-05-28,40,Agricultural Machinery Breakdown,154466.14,Settled,
CLM-50854,POL-102721,2024-12-03,2024-12-14,11,Vehicle Collision,28404.65,Settled,
CLM-50855,POL-101607,2025-06-01,2025-06-15,14,Commercial Fire Damage,228390.0,Settled,
CLM-50856,POL-101508,2025-01-01,2025-02-05,35,Storm / Roof Damage,198260.75,Settled,
CLM-50857,POL-102815,2025-01-13,2025-02-04,22,Hail Damage,49108.92,Settled,
CLM-50858,POL-100549,2024-09-16,2024-09-29,13,Storm / Roof Damage,19772.04,Settled,
CLM-50859,POL-100425,2025-10-01,2025-10-23,22,Housebreaking / Theft,94278.34,Settled,
CLM-50860,POL-102114,2024-07-19,2024-07-26,7,Vehicle Theft / Hijack,162613.12,Settled,
CLM-50861,POL-103137,2025-11-21,2025-12-01,10,Storm / Roof Damage,140310.42,Settled,
CLM-50862,POL-104605,2024-08-25,2024-09-15,21,Fleet Heavy Collision,175455.12,Settled,
CLM-50863,POL-103828,2024-01-30,2024-02-10,11,Geyser Burst / Water Damage,50108.9,Settled,
CLM-50864,POL-102297,2025-07-20,2025-07-31,11,Vehicle Collision,44373.13,Settled,
CLM-50865,POL-101447,2025-01-09,,,Geyser Burst / Water Damage,30363.17,Repudiated,Failure to Take Reasonable Precautions
CLM-50866,POL-104596,2025-01-01,2025-01-15,14,Power Surge,9880.02,Settled,
CLM-50867,POL-103193,2024-07-26,2024-08-14,19,Storm / Roof Damage,17194.53,Settled,
CLM-50868,POL-104794,2025-08-03,2025-08-08,5,Vehicle Collision,43539.04,Approved,
CLM-50869,POL-103090,2025-08-18,2025-09-07,20,Fleet Heavy Collision,240781.24,Approved,
CLM-50870,POL-100629,2024-11-22,,,Geyser Burst / Water Damage,151191.22,Under Investigation,
CLM-50871,POL-100238,2025-07-05,2025-07-28,23,Major Fleet Theft,172875.0,Settled,
CLM-50872,POL-102983,2025-11-11,,,Windscreen Replacement,14255.67,Repudiated,Material Non-Disclosure at Inception
CLM-50873,POL-102843,2025-01-10,,,Geyser Burst / Water Damage,42541.55,Repudiated,Uninsured Peril / Exclusion Applied
CLM-50874,POL-103255,2025-07-14,2025-07-26,12,Geyser Burst / Water Damage,37753.83,Settled,
CLM-50875,POL-103997,2025-05-15,2025-05-28,13,Storm / Roof Damage,13096.43,Settled,
CLM-50876,POL-101369,2025-02-27,2025-03-18,19,Vehicle Collision,46022.38,Approved,
CLM-50877,POL-100550,2025-07-28,2025-08-12,15,Third Party Liability,17406.85,Settled,
CLM-50878,POL-101879,2025-06-08,2025-06-22,14,Geyser Burst / Water Damage,18545.99,Settled,
CLM-50879,POL-104868,2025-03-05,2025-03-13,8,Accidental Damage,11092.15,Settled,
CLM-50880,POL-101674,2024-06-25,2024-07-06,11,Power Surge,3082.24,Settled,
CLM-50881,POL-104465,2025-05-23,,,Fleet Hail Damage,132994.9,Repudiated,Uninsured Peril / Exclusion Applied
CLM-50882,POL-103954,2024-11-09,2024-11-15,6,Vehicle Theft / Hijack,219528.68,Settled,
CLM-50883,POL-103641,2025-10-07,2025-11-07,31,Business Interruption,78376.26,Settled,
CLM-50884,POL-102707,2025-02-01,2025-02-15,14,Windscreen Replacement,12363.99,Settled,
CLM-50885,POL-101279,2025-05-03,,,Driver Vehicle Rollover,362672.15,Repudiated,Unlicensed / Unauthorised Driver
CLM-50886,POL-104845,2025-06-23,2025-07-16,23,Machinery Breakdown,52405.82,Approved,
CLM-50887,POL-104227,2025-07-06,2025-08-05,30,Commercial Fire Damage,370514.64,Settled,
CLM-50888,POL-104031,2025-04-01,2025-04-18,17,Windscreen Replacement,4122.17,Settled,
CLM-50889,POL-104232,2024-12-13,,,Vehicle Collision,175526.07,Under Investigation,
CLM-50890,POL-102034,2024-12-05,2024-12-28,23,Storm / Roof Damage,145094.63,Settled,
CLM-50891,POL-103176,2024-08-20,2024-09-09,20,Premises Liability,74278.22,Settled,
CLM-50892,POL-101238,2024-06-05,2024-06-27,22,Fleet Heavy Collision,283554.4,Settled,
CLM-50893,POL-103633,2025-12-30,2026-01-08,9,Vehicle Collision,38557.21,Settled,
CLM-50894,POL-104841,2024-11-04,2024-12-11,37,Geyser Burst / Water Damage,42702.2,Settled,
CLM-50895,POL-100654,2024-07-25,2024-08-11,17,Severe Drought / Heat Stress,100792.03,Settled,
CLM-50896,POL-103354,2025-09-22,2025-10-08,16,Housebreaking / Theft,76339.28,Settled,
CLM-50897,POL-102801,2025-09-09,2025-09-15,6,Housebreaking / Theft,63326.45,Settled,
CLM-50898,POL-102361,2024-10-28,2024-10-31,3,Vehicle Theft / Hijack,132848.21,Settled,
CLM-50899,POL-101349,2025-07-10,,,Accidental Damage,13472.17,Repudiated,Unlicensed / Unauthorised Driver
CLM-50900,POL-101967,2025-09-24,2025-10-27,33,Livestock Loss,80310.8,Approved,
CLM-50901,POL-103757,2025-06-25,2025-07-04,9,Vehicle Theft / Hijack,272439.63,Settled,
CLM-50902,POL-104834,2025-03-19,2025-04-01,13,Windscreen Replacement,12587.02,Settled,
CLM-50903,POL-100473,2025-06-09,,,Agricultural Machinery Breakdown,133915.77,Under Investigation,
CLM-50904,POL-104792,2025-02-19,2025-02-26,7,Power Surge,10631.01,Settled,
CLM-50905,POL-101807,2025-04-24,2025-05-23,29,Business Interruption,197623.75,Settled,
CLM-50906,POL-100655,2024-12-09,2024-12-23,14,Windscreen Replacement,9675.04,Settled,
CLM-50907,POL-103915,2024-12-24,2025-01-08,15,Vehicle Collision,48212.01,Settled,
CLM-50908,POL-103242,2025-01-26,2025-02-23,28,Storm / Roof Damage,110681.06,Settled,
CLM-50909,POL-102188,2025-01-10,2025-02-12,33,Geyser Burst / Water Damage,107298.63,Settled,
CLM-50910,POL-103925,2024-04-13,2024-04-22,9,Accidental Damage,22491.41,Settled,
CLM-50911,POL-102324,2025-08-03,2025-08-25,22,Premises Liability,177307.8,Settled,
CLM-50912,POL-100514,2024-06-17,2024-07-31,44,Crop Hail Damage,188478.03,Settled,
CLM-50913,POL-104040,2024-06-27,2024-07-18,21,Third Party Liability,38888.67,Settled,
CLM-50914,POL-100980,2024-10-22,,,Commercial Fire Damage,614964.41,Repudiated,Fraudulent / Inflated Claim
CLM-50915,POL-103547,2025-03-01,2025-03-18,17,Premises Liability,170839.04,Settled,
CLM-50916,POL-104992,2025-08-15,2025-09-05,21,Driver Vehicle Rollover,430194.77,Settled,
CLM-50917,POL-104283,2024-11-30,2024-12-20,20,Hail Damage,34976.29,Settled,
CLM-50918,POL-101610,2025-03-26,2025-04-25,30,Machinery Breakdown,60263.92,Settled,
CLM-50919,POL-103516,2025-07-17,2025-08-04,18,Hail Damage,55277.14,Settled,
CLM-50920,POL-102751,2025-08-21,,,Fleet Hail Damage,300570.72,Under Investigation,
CLM-50921,POL-101965,2025-08-20,2025-08-28,8,Storm / Roof Damage,31067.37,Approved,
CLM-50922,POL-104851,2025-05-14,2025-05-31,17,Vehicle Collision,32461.89,Settled,
CLM-50923,POL-102515,2025-05-13,2025-05-26,13,Storm / Roof Damage,29787.23,Settled,
CLM-50924,POL-102900,2025-02-11,2025-03-06,23,Fleet Hail Damage,77427.32,Settled,
CLM-50925,POL-102131,2025-06-07,,,Third Party Liability,38592.13,Repudiated,Failure to Take Reasonable Precautions
CLM-50926,POL-103042,2024-07-04,2024-07-11,7,Vehicle Theft / Hijack,149744.47,Settled,
CLM-50927,POL-100730,2025-04-05,,,Vehicle Collision,34429.81,Repudiated,Uninsured Peril / Exclusion Applied
CLM-50928,POL-103408,2025-02-22,2025-03-22,28,Fleet Hail Damage,127007.75,Settled,
CLM-50929,POL-100734,2025-07-12,2025-07-22,10,Storm / Roof Damage,31408.62,Settled,
CLM-50930,POL-103706,2025-03-31,2025-04-06,6,Storm / Roof Damage,26331.38,Approved,
CLM-50931,POL-100572,2024-06-23,2024-07-07,14,Vehicle Theft / Hijack,116811.75,Settled,
CLM-50932,POL-100843,2025-05-10,2025-05-25,15,Windscreen Replacement,3496.67,Approved,
CLM-50933,POL-102799,2025-07-23,2025-07-27,4,Storm / Roof Damage,35969.3,Settled,
CLM-50934,POL-100992,2025-05-11,2025-06-10,30,Commercial Fire Damage,458935.32,Settled,
CLM-50935,POL-102305,2025-09-22,2025-09-27,5,Geyser Burst / Water Damage,33910.09,Settled,
CLM-50936,POL-101847,2025-01-12,2025-01-31,19,Storm / Roof Damage,28385.13,Settled,
CLM-50937,POL-104944,2024-06-24,,,Agricultural Machinery Breakdown,36172.92,Repudiated,Material Non-Disclosure at Inception
CLM-50938,POL-101033,2025-01-02,2025-01-10,8,Hail Damage,14444.77,Settled,
CLM-50939,POL-104311,2025-06-15,2025-07-20,35,Driver Vehicle Rollover,669237.11,Settled,
CLM-50940,POL-104374,2025-05-14,2025-05-27,13,Vehicle Theft / Hijack,107043.66,Settled,
CLM-50941,POL-104623,2024-08-18,2024-09-05,18,Fleet Hail Damage,227208.21,Settled,
CLM-50942,POL-103896,2025-09-30,,,Driver Vehicle Rollover,315450.73,Under Investigation,
CLM-50943,POL-102331,2025-02-01,2025-02-22,21,Premises Liability,176322.96,Settled,
CLM-50944,POL-100972,2025-10-01,,,Commercial Fire Damage,424212.66,Repudiated,Uninsured Peril / Exclusion Applied
CLM-50945,POL-101177,2025-06-04,2025-06-13,9,Geyser Burst / Water Damage,18919.14,Settled,
CLM-50946,POL-104629,2024-06-09,2024-06-26,17,Geyser Burst / Water Damage,37994.03,Approved,
CLM-50947,POL-102148,2024-08-24,,,Cargo Loss in Transit,219284.32,Under Investigation,
CLM-50948,POL-101353,2024-10-21,2024-11-09,19,Cargo Loss in Transit,124226.69,Settled,
CLM-50949,POL-103616,2025-07-19,2025-08-05,17,Vehicle Collision,13363.34,Approved,
CLM-50950,POL-101154,2025-12-02,2026-01-08,37,Building Storm Inundation,161503.07,Settled,
CLM-50951,POL-103639,2024-11-17,2024-12-22,35,Vehicle Collision,211967.9,Settled,
CLM-50952,POL-100643,2024-02-17,2024-03-09,21,Fleet Hail Damage,271495.25,Settled,
CLM-50953,POL-100442,2025-03-19,,,Building Storm Inundation,48080.56,Repudiated,Uninsured Peril / Exclusion Applied
CLM-50954,POL-104202,2025-05-24,2025-06-16,23,Business Interruption,90624.04,Approved,
CLM-50955,POL-103686,2024-07-10,,,Business Interruption,142780.77,Repudiated,Fraudulent / Inflated Claim
CLM-50956,POL-101770,2025-09-25,2025-10-18,23,Building Storm Inundation,140853.47,Settled,
CLM-50957,POL-102716,2025-03-23,2025-04-09,17,Hail Damage,37361.27,Settled,
CLM-50958,POL-104355,2025-06-17,2025-07-05,18,Vehicle Theft / Hijack,281865.83,Settled,
CLM-50959,POL-104680,2025-11-12,2025-12-01,19,Power Surge,13547.79,Settled,
CLM-50960,POL-102340,2025-04-25,2025-05-18,23,Hail Damage,41920.18,Settled,
CLM-50961,POL-100677,2025-07-23,2025-08-07,15,Premises Liability,180402.08,Settled,
CLM-50962,POL-103637,2024-10-31,2024-12-01,31,Premises Liability,76542.91,Settled,
CLM-50963,POL-102127,2025-01-19,2025-02-06,18,Farm Property Fire,470491.19,Settled,
CLM-50964,POL-100030,2025-10-22,2025-11-08,17,Power Surge,6105.87,Settled,
CLM-50965,POL-104921,2025-10-23,2025-11-05,13,Accidental Damage,34922.74,Approved,
CLM-50966,POL-103888,2024-12-26,2025-01-07,12,Vehicle Collision,47360.06,Settled,
CLM-50967,POL-102026,2025-09-20,2025-10-07,17,Commercial Fire Damage,473770.34,Approved,
CLM-50968,POL-102194,2025-05-17,2025-06-05,19,Business Interruption,71875.75,Approved,
CLM-50969,POL-103158,2025-12-09,2025-12-26,17,Storm / Roof Damage,36998.5,Settled,
CLM-50970,POL-101612,2024-05-29,2024-06-11,13,Storm / Roof Damage,12628.69,Settled,
CLM-50971,POL-103529,2024-09-09,2024-09-12,3,Storm / Roof Damage,28891.14,Settled,
CLM-50972,POL-104242,2025-08-06,2025-08-26,20,Storm / Roof Damage,35717.33,Settled,
CLM-50973,POL-103658,2025-03-03,2025-03-20,17,Vehicle Theft / Hijack,167090.16,Approved,
CLM-50974,POL-100259,2024-10-25,2024-11-07,13,Vehicle Collision,18470.67,Settled,
CLM-50975,POL-102223,2024-10-30,,,Power Surge,12006.1,Repudiated,Fraudulent / Inflated Claim
CLM-50976,POL-103972,2024-04-12,,,Housebreaking / Theft,60124.98,Repudiated,Fraudulent / Inflated Claim
CLM-50977,POL-104394,2025-03-09,2025-03-21,12,Vehicle Theft / Hijack,307242.81,Settled,
CLM-50978,POL-102617,2025-06-09,2025-07-01,22,Farm Property Fire,530313.63,Approved,
CLM-50979,POL-101028,2024-04-06,2024-05-09,33,Cargo Loss in Transit,168662.34,Settled,
CLM-50980,POL-104243,2024-07-08,2024-07-18,10,Geyser Burst / Water Damage,41692.3,Settled,
CLM-50981,POL-100898,2025-01-30,2025-02-08,9,Third Party Liability,14476.56,Settled,
CLM-50982,POL-103683,2025-08-13,,,Severe Drought / Heat Stress,201878.0,Repudiated,Material Non-Disclosure at Inception
CLM-50983,POL-104541,2025-01-03,2025-01-21,18,Third Party Liability,31204.16,Approved,
CLM-50984,POL-104662,2025-08-08,2025-08-14,6,Vehicle Collision,15115.22,Settled,
CLM-50985,POL-101309,2024-07-11,2024-07-20,9,Vehicle Collision,16013.22,Settled,
CLM-50986,POL-100387,2024-09-18,2024-10-09,21,Severe Drought / Heat Stress,122045.43,Settled,
CLM-50987,POL-104687,2024-10-26,2024-11-04,9,Accidental Damage,34183.37,Settled,
CLM-50988,POL-102401,2025-03-30,2025-04-15,16,Major Fleet Theft,502312.14,Settled,
CLM-50989,POL-100176,2025-01-18,2025-02-12,25,Cargo Loss in Transit,117196.06,Settled,
CLM-50990,POL-101748,2025-05-01,2025-05-11,10,Windscreen Replacement,7026.31,Settled,
CLM-50991,POL-100382,2024-03-13,,,Windscreen Replacement,10159.37,Repudiated,Uninsured Peril / Exclusion Applied
CLM-50992,POL-100945,2025-01-26,2025-02-20,25,Fleet Heavy Collision,300210.52,Settled,
CLM-50993,POL-103881,2025-10-07,2025-10-30,23,Storm / Roof Damage,41212.57,Settled,
CLM-50994,POL-101258,2024-12-06,2025-01-03,28,Building Storm Inundation,169578.39,Settled,
CLM-50995,POL-103955,2024-03-31,2024-04-16,16,Vehicle Collision,36045.79,Settled,
CLM-50996,POL-104764,2025-01-24,2025-02-11,18,Third Party Liability,31481.89,Settled,
CLM-50997,POL-103735,2024-10-24,2024-11-27,34,Crop Hail Damage,169537.76,Settled,
CLM-50998,POL-101103,2025-08-09,2025-09-10,32,Major Fleet Theft,391929.91,Settled,
CLM-50999,POL-101374,2024-04-27,2024-05-04,7,Storm / Roof Damage,18434.6,Settled,
CLM-51000,POL-100998,2025-03-23,2025-04-24,32,Business Interruption,178400.49,Settled,
CLM-51001,POL-100722,2025-07-14,,,Vehicle Theft / Hijack,213866.72,Repudiated,Uninsured Peril / Exclusion Applied
CLM-51002,POL-100260,2025-10-02,2025-11-06,35,Premises Liability,51608.27,Settled,
CLM-51003,POL-100914,2025-06-04,2025-06-22,18,Power Surge,5054.66,Approved,
CLM-51004,POL-104844,2024-11-28,2025-01-01,34,Premises Liability,109564.11,Settled,
CLM-51005,POL-101202,2024-04-08,,,Business Interruption,171589.22,Repudiated,Material Non-Disclosure at Inception
CLM-51006,POL-104969,2025-01-31,2025-02-10,10,Power Surge,3163.83,Settled,
CLM-51007,POL-103504,2025-06-21,2025-07-21,30,Major Fleet Theft,154469.58,Settled,
CLM-51008,POL-100464,2025-12-06,2026-01-02,27,Hail Damage,201935.91,Approved,
CLM-51009,POL-102380,2025-07-03,2025-07-14,11,Vehicle Collision,43392.31,Settled,
CLM-51010,POL-102965,2025-12-04,2025-12-17,13,Storm / Roof Damage,24991.11,Approved,
CLM-51011,POL-100306,2025-05-31,2025-06-17,17,Third Party Liability,33527.27,Settled,
CLM-51012,POL-104288,2025-03-31,,,Accidental Damage,32763.74,Under Investigation,
CLM-51013,POL-101161,2024-06-18,2024-07-11,23,Vehicle Collision,18432.56,Approved,
CLM-51014,POL-100080,2025-09-04,2025-09-19,15,Geyser Burst / Water Damage,34193.97,Approved,
CLM-51015,POL-100579,2024-12-05,2024-12-30,25,Geyser Burst / Water Damage,154929.95,Settled,
CLM-51016,POL-104191,2025-05-10,,,Commercial Fire Damage,654859.08,Repudiated,Uninsured Peril / Exclusion Applied
CLM-51017,POL-102645,2024-12-20,2025-01-02,13,Vehicle Collision,31248.17,Settled,
CLM-51018,POL-102333,2024-06-21,2024-06-30,9,Vehicle Theft / Hijack,279456.89,Settled,
CLM-51019,POL-104240,2024-09-17,2024-10-04,17,Windscreen Replacement,3761.32,Settled,
CLM-51020,POL-100134,2024-10-31,2024-11-07,7,Third Party Liability,23140.63,Settled,
CLM-51021,POL-102776,2025-11-03,2025-11-14,11,Hail Damage,48148.19,Settled,
CLM-51022,POL-100248,2025-10-05,2025-10-25,20,Hail Damage,31464.65,Settled,
CLM-51023,POL-104519,2025-03-12,,,Major Fleet Theft,550024.22,Repudiated,Uninsured Peril / Exclusion Applied
CLM-51024,POL-100486,2025-08-31,2025-09-17,17,Hail Damage,33345.72,Settled,
CLM-51025,POL-104261,2025-01-03,2025-01-26,23,Third Party Liability,38386.08,Settled,
CLM-51026,POL-102418,2025-10-18,2025-10-24,6,Vehicle Collision,54738.2,Settled,
CLM-51027,POL-101634,2025-06-01,2025-06-12,11,Vehicle Collision,18251.37,Settled,
CLM-51028,POL-100715,2025-08-08,2025-08-26,18,Driver Vehicle Rollover,420355.42,Settled,
CLM-51029,POL-101068,2025-02-26,2025-03-16,18,Vehicle Theft / Hijack,199164.8,Settled,
CLM-51030,POL-100184,2024-09-13,2024-09-25,12,Storm / Roof Damage,15928.84,Settled,
CLM-51031,POL-101322,2024-12-20,2025-01-04,15,Vehicle Collision,10420.87,Approved,
CLM-51032,POL-102813,2025-03-02,2025-03-17,15,Power Surge,10659.52,Settled,
CLM-51033,POL-101754,2024-07-14,,,Fleet Heavy Collision,92817.95,Repudiated,Uninsured Peril / Exclusion Applied
CLM-51034,POL-100230,2025-12-03,2025-12-11,8,Hail Damage,16713.19,Settled,
CLM-51035,POL-103431,2025-12-17,2025-12-26,9,Geyser Burst / Water Damage,52072.59,Settled,
CLM-51036,POL-101507,2024-08-02,2024-09-01,30,Business Interruption,152907.66,Settled,
CLM-51037,POL-102084,2025-01-17,2025-02-08,22,Geyser Burst / Water Damage,172867.54,Settled,
CLM-51038,POL-101027,2025-06-02,2025-07-11,39,Farm Property Fire,448712.42,Settled,
CLM-51039,POL-104861,2025-08-02,2025-08-27,25,Business Interruption,175697.52,Settled,
CLM-51040,POL-100729,2024-12-12,,,Storm / Roof Damage,32175.06,Repudiated,Material Non-Disclosure at Inception
CLM-51041,POL-102697,2025-09-07,2025-09-24,17,Hail Damage,41493.16,Settled,
CLM-51042,POL-103140,2024-05-28,2024-06-05,8,Third Party Liability,20416.73,Settled,
CLM-51043,POL-101633,2025-02-27,2025-03-17,18,Housebreaking / Theft,76048.63,Settled,
CLM-51044,POL-102962,2025-12-19,2026-01-07,19,Hail Damage,15070.33,Settled,
CLM-51045,POL-104412,2024-09-09,2024-09-25,16,Windscreen Replacement,3333.18,Settled,
CLM-51046,POL-104236,2025-06-20,2025-07-13,23,Third Party Liability,21743.65,Settled,
CLM-51047,POL-102210,2025-03-29,2025-04-27,29,Cargo Loss in Transit,185623.46,Settled,
CLM-51048,POL-104113,2024-12-12,2025-01-13,32,Business Interruption,109435.53,Approved,
CLM-51049,POL-102092,2024-07-08,2024-07-19,11,Business Interruption,116735.57,Settled,
CLM-51050,POL-103296,2025-03-01,,,Major Fleet Theft,439558.45,Repudiated,Unlicensed / Unauthorised Driver
CLM-51051,POL-101079,2025-07-15,2025-08-05,21,Power Surge,5232.34,Settled,
CLM-51052,POL-103941,2025-06-02,2025-07-07,35,Building Storm Inundation,187781.71,Approved,
CLM-51053,POL-103235,2024-01-25,2024-02-12,18,Hail Damage,70967.54,Settled,
CLM-51054,POL-101344,2024-11-06,2024-11-27,21,Driver Vehicle Rollover,469617.69,Approved,
CLM-51055,POL-100370,2024-04-21,2024-05-08,17,Machinery Breakdown,183997.2,Settled,
CLM-51056,POL-102158,2024-09-25,2024-10-04,9,Geyser Burst / Water Damage,40446.47,Settled,
CLM-51057,POL-103069,2024-12-28,2025-01-08,11,Vehicle Collision,17721.26,Settled,
CLM-51058,POL-103362,2025-05-19,2025-06-02,14,Hail Damage,49960.67,Settled,
CLM-51059,POL-104977,2025-05-02,2025-05-27,25,Livestock Loss,227255.35,Settled,
CLM-51060,POL-103919,2025-09-17,2025-09-30,13,Third Party Liability,16177.05,Settled,
CLM-51061,POL-104254,2024-11-03,2024-11-13,10,Storm / Roof Damage,39609.82,Settled,
CLM-51062,POL-102610,2025-07-29,2025-08-20,22,Storm / Roof Damage,24333.61,Settled,
CLM-51063,POL-104319,2024-12-08,2024-12-23,15,Hail Damage,17022.95,Settled,
CLM-51064,POL-102453,2025-03-26,2025-04-05,10,Hail Damage,22514.76,Settled,
CLM-51065,POL-101242,2024-08-27,2024-09-09,13,Geyser Burst / Water Damage,37531.15,Settled,
CLM-51066,POL-101107,2025-10-03,2025-10-27,24,Fleet Hail Damage,239070.56,Settled,
CLM-51067,POL-102361,2024-02-10,2024-02-22,12,Windscreen Replacement,10566.23,Approved,
CLM-51068,POL-100846,2024-09-06,2024-09-21,15,Housebreaking / Theft,55726.44,Settled,
CLM-51069,POL-101051,2025-04-04,2025-04-21,17,Storm / Roof Damage,37757.08,Settled,
CLM-51070,POL-101124,2025-07-10,2025-07-28,18,Geyser Burst / Water Damage,30184.0,Settled,
CLM-51071,POL-103034,2024-08-08,,,Accidental Damage,34844.92,Under Investigation,
CLM-51072,POL-103583,2024-11-16,2024-11-25,9,Vehicle Collision,29810.88,Approved,
CLM-51073,POL-102710,2025-11-09,2025-12-15,36,Storm / Roof Damage,238929.81,Settled,
CLM-51074,POL-103894,2025-07-12,2025-07-28,16,Hail Damage,31238.61,Settled,
CLM-51075,POL-104926,2025-07-19,,,Vehicle Collision,12548.3,Repudiated,Uninsured Peril / Exclusion Applied
CLM-51076,POL-103231,2024-11-26,2024-11-30,4,Vehicle Theft / Hijack,149215.73,Settled,
CLM-51077,POL-102144,2025-08-20,,,Machinery Breakdown,80735.05,Under Investigation,
CLM-51078,POL-104233,2024-06-19,,,Driver Vehicle Rollover,663883.75,Repudiated,Uninsured Peril / Exclusion Applied
CLM-51079,POL-103031,2024-06-01,2024-06-09,8,Geyser Burst / Water Damage,27573.7,Settled,
CLM-51080,POL-101893,2024-03-26,,,Third Party Liability,40644.05,Under Investigation,
CLM-51081,POL-101985,2025-11-11,,,Farm Property Fire,383289.33,Repudiated,Material Non-Disclosure at Inception
CLM-51082,POL-101645,2025-08-01,2025-08-07,6,Geyser Burst / Water Damage,38546.01,Approved,
CLM-51083,POL-101367,2025-05-27,2025-06-22,26,Business Interruption,69647.31,Settled,
CLM-51084,POL-104637,2025-04-29,2025-05-20,21,Fleet Heavy Collision,107341.27,Settled,
CLM-51085,POL-104776,2025-01-17,2025-02-01,15,Machinery Breakdown,131203.7,Settled,
CLM-51086,POL-102381,2024-12-12,2024-12-30,18,Geyser Burst / Water Damage,31022.23,Settled,
CLM-51087,POL-100320,2024-12-30,2025-02-02,34,Geyser Burst / Water Damage,194643.94,Settled,
CLM-51088,POL-104395,2025-04-05,2025-04-21,16,Windscreen Replacement,12037.85,Settled,
CLM-51089,POL-100252,2024-09-03,2024-09-19,16,Hail Damage,31961.64,Settled,
CLM-51090,POL-100027,2025-12-29,2026-01-10,12,Third Party Liability,27466.13,Settled,
CLM-51091,POL-101444,2025-07-15,,,Geyser Burst / Water Damage,23920.31,Under Investigation,
CLM-51092,POL-104654,2025-09-11,2025-09-27,16,Vehicle Theft / Hijack,168355.28,Settled,
CLM-51093,POL-104613,2024-10-07,2024-10-16,9,Vehicle Collision,27421.87,Settled,
CLM-51094,POL-102530,2025-09-23,2025-10-06,13,Vehicle Theft / Hijack,184829.34,Settled,
CLM-51095,POL-102482,2025-09-03,2025-09-29,26,Cargo Loss in Transit,90574.08,Settled,
CLM-51096,POL-101069,2025-01-05,2025-02-10,36,Geyser Burst / Water Damage,148455.68,Settled,
CLM-51097,POL-102756,2025-12-31,2026-01-14,14,Hail Damage,18726.88,Settled,
CLM-51098,POL-104152,2025-09-10,2025-10-13,33,Business Interruption,188520.18,Settled,
CLM-51099,POL-104888,2025-04-08,2025-05-11,33,Crop Hail Damage,87563.98,Settled,
CLM-51100,POL-100285,2025-06-28,,,Accidental Damage,33412.71,Repudiated,Fraudulent / Inflated Claim
CLM-51101,POL-103062,2025-08-04,2025-08-17,13,Driver Vehicle Rollover,178938.74,Settled,
CLM-51102,POL-103723,2024-10-28,,,Housebreaking / Theft,113040.5,Under Investigation,
CLM-51103,POL-102012,2025-01-10,2025-01-22,12,Third Party Liability,32907.65,Settled,
CLM-51104,POL-100447,2025-06-19,2025-07-06,17,Hail Damage,17037.67,Settled,
CLM-51105,POL-102265,2025-10-17,2025-10-27,10,Third Party Liability,57180.12,Settled,
CLM-51106,POL-103740,2025-01-01,2025-01-20,19,Hail Damage,74623.0,Settled,
