PolicyID,InceptionDate,ExpiryDate,ClassID,RegionID,AnnualPremium,PolicyStatus,BrokerChannel
POL-104001,2025-06-24,2026-06-24,5,1,215928.2,Active,Direct Digital
POL-104002,2024-05-09,2025-05-09,2,1,7604.77,Lapsed,Direct Digital
POL-104003,2024-02-20,2025-02-19,4,4,246106.81,Lapsed,Direct Digital
POL-104004,2024-03-09,2025-03-09,2,6,16198.47,Active,Direct Digital
POL-104005,2024-10-18,2025-10-18,5,3,62021.88,Active,Direct Digital
POL-104006,2025-06-12,2026-06-12,3,3,79924.87,Lapsed,Corporate Intermediary
POL-104007,2025-04-26,2026-04-26,1,1,19299.56,Active,Independent Broker
POL-104008,2025-01-27,2026-01-27,2,1,17443.5,Active,Independent Broker
POL-104009,2024-10-30,2025-10-30,1,2,19785.79,Active,Direct Digital
POL-104010,2025-06-15,2026-06-15,1,1,15124.07,Active,Independent Broker
POL-104011,2025-05-11,2026-05-11,2,2,15599.11,Active,Independent Broker
POL-104012,2024-09-24,2025-09-24,3,4,89280.09,Lapsed,Independent Broker
POL-104013,2024-02-04,2025-02-03,4,2,173563.07,Active,Direct Digital
POL-104014,2025-04-30,2026-04-30,4,2,135271.2,Lapsed,Independent Broker
POL-104015,2025-02-22,2026-02-22,2,1,20122.97,Active,Independent Broker
POL-104016,2025-05-06,2026-05-06,1,7,22137.49,Lapsed,Independent Broker
POL-104017,2024-10-24,2025-10-24,1,1,13665.7,Lapsed,Independent Broker
POL-104018,2024-05-03,2025-05-03,5,1,104057.9,Cancelled,Independent Broker
POL-104019,2025-05-08,2026-05-08,4,4,152358.39,Active,Direct Digital
POL-104020,2025-05-23,2026-05-23,3,3,65181.02,Active,Independent Broker
POL-104021,2024-12-24,2025-12-24,1,1,16472.32,Active,Corporate Intermediary
POL-104022,2024-07-02,2025-07-02,1,1,20998.16,Active,Independent Broker
POL-104023,2024-03-13,2025-03-13,4,1,201330.92,Active,Independent Broker
POL-104024,2024-07-13,2025-07-13,2,6,9737.11,Active,Affinity Partner
POL-104025,2024-10-08,2025-10-08,2,1,14789.31,Active,Direct Digital
POL-104026,2025-03-17,2026-03-17,1,2,21896.6,Active,Corporate Intermediary
POL-104027,2024-08-18,2025-08-18,2,1,19937.47,Lapsed,Independent Broker
POL-104028,2025-04-26,2026-04-26,2,2,8251.79,Active,Direct Digital
POL-104029,2025-04-27,2026-04-27,4,1,314476.98,Active,Corporate Intermediary
POL-104030,2024-12-31,2025-12-31,1,2,20999.25,Cancelled,Direct Digital
POL-104031,2024-12-21,2025-12-21,1,1,15367.47,Active,Direct Digital
POL-104032,2024-03-16,2025-03-16,3,2,102048.25,Active,Independent Broker
POL-104033,2024-03-21,2025-03-21,5,6,187319.29,Active,Corporate Intermediary
POL-104034,2024-09-23,2025-09-23,1,6,22732.57,Active,Independent Broker
POL-104035,2024-04-29,2025-04-29,2,1,16123.25,Active,Direct Digital
POL-104036,2024-10-18,2025-10-18,1,3,13631.61,Active,Direct Digital
POL-104037,2024-11-14,2025-11-14,2,1,8817.77,Active,Direct Digital
POL-104038,2024-09-11,2025-09-11,4,6,208753.27,Active,Corporate Intermediary
POL-104039,2024-01-25,2025-01-24,4,1,219198.76,Active,Direct Digital
POL-104040,2024-02-10,2025-02-09,1,3,15696.65,Active,Independent Broker
POL-104041,2024-10-12,2025-10-12,4,5,257217.07,Active,Independent Broker
POL-104042,2024-01-13,2025-01-12,1,2,14875.81,Active,Independent Broker
POL-104043,2025-01-26,2026-01-26,2,5,13235.15,Active,Corporate Intermediary
POL-104044,2024-08-30,2025-08-30,2,6,12961.83,Active,Affinity Partner
POL-104045,2025-04-24,2026-04-24,2,1,18930.06,Active,Independent Broker
POL-104046,2024-02-24,2025-02-23,5,7,192873.37,Active,Independent Broker
POL-104047,2025-05-09,2026-05-09,1,3,12358.28,Cancelled,Independent Broker
POL-104048,2024-04-04,2025-04-04,3,6,139034.32,Active,Affinity Partner
POL-104049,2024-08-15,2025-08-15,1,1,12874.95,Active,Direct Digital
POL-104050,2025-02-03,2026-02-03,2,1,8528.23,Active,Independent Broker
POL-104051,2024-02-18,2025-02-17,2,1,18244.73,Active,Independent Broker
POL-104052,2024-04-24,2025-04-24,4,4,173803.08,Active,Independent Broker
POL-104053,2024-06-11,2025-06-11,1,1,14742.05,Active,Independent Broker
POL-104054,2024-01-08,2025-01-07,3,2,154332.81,Active,Direct Digital
POL-104055,2025-05-06,2026-05-06,5,5,212958.6,Active,Independent Broker
POL-104056,2024-05-20,2025-05-20,4,1,94582.42,Active,Direct Digital
POL-104057,2024-03-16,2025-03-16,4,3,158044.83,Active,Direct Digital
POL-104058,2025-05-12,2026-05-12,2,2,9025.33,Active,Direct Digital
POL-104059,2025-01-19,2026-01-19,1,2,13406.26,Active,Independent Broker
POL-104060,2024-03-16,2025-03-16,5,3,101205.17,Active,Independent Broker
POL-104061,2025-04-04,2026-04-04,1,1,24472.33,Active,Direct Digital
POL-104062,2024-02-23,2025-02-22,2,1,7773.11,Active,Independent Broker
POL-104063,2024-01-09,2025-01-08,2,1,8983.87,Active,Independent Broker
POL-104064,2025-03-15,2026-03-15,1,1,19831.05,Active,Direct Digital
POL-104065,2024-08-09,2025-08-09,4,1,220129.47,Cancelled,Direct Digital
POL-104066,2024-08-30,2025-08-30,4,1,110074.79,Active,Independent Broker
POL-104067,2024-12-13,2025-12-13,1,5,12880.51,Lapsed,Corporate Intermediary
POL-104068,2025-04-23,2026-04-23,4,3,164833.68,Active,Independent Broker
POL-104069,2024-07-10,2025-07-10,2,1,7883.64,Active,Independent Broker
POL-104070,2024-05-16,2025-05-16,2,2,19857.79,Lapsed,Affinity Partner
POL-104071,2024-11-25,2025-11-25,1,1,25696.31,Active,Direct Digital
POL-104072,2024-11-22,2025-11-22,2,6,14884.35,Active,Independent Broker
POL-104073,2024-12-03,2025-12-03,1,3,11085.23,Active,Independent Broker
POL-104074,2024-05-03,2025-05-03,5,3,151191.3,Active,Independent Broker
POL-104075,2024-08-04,2025-08-04,2,1,17716.83,Active,Independent Broker
POL-104076,2024-06-20,2025-06-20,4,5,165893.7,Active,Independent Broker
POL-104077,2024-02-23,2025-02-22,2,5,12822.14,Active,Affinity Partner
POL-104078,2025-02-22,2026-02-22,1,2,23381.85,Active,Independent Broker
POL-104079,2025-04-03,2026-04-03,1,1,16962.12,Active,Corporate Intermediary
POL-104080,2025-02-19,2026-02-19,1,1,12826.54,Active,Direct Digital
POL-104081,2025-05-31,2026-05-31,2,1,8179.89,Lapsed,Independent Broker
POL-104082,2024-03-10,2025-03-10,2,1,16575.59,Active,Direct Digital
POL-104083,2025-05-23,2026-05-23,1,2,16541.25,Active,Independent Broker
POL-104084,2024-03-04,2025-03-04,2,1,9673.55,Active,Direct Digital
POL-104085,2024-11-30,2025-11-30,2,2,15026.91,Active,Independent Broker
POL-104086,2024-09-27,2025-09-27,5,6,112112.37,Active,Corporate Intermediary
POL-104087,2025-04-23,2026-04-23,3,1,79679.51,Active,Independent Broker
POL-104088,2024-03-22,2025-03-22,5,4,208509.0,Active,Independent Broker
POL-104089,2025-03-21,2026-03-21,5,1,194094.11,Active,Direct Digital
POL-104090,2024-12-04,2025-12-04,2,1,14841.46,Active,Independent Broker
POL-104091,2025-05-21,2026-05-21,1,4,20597.06,Active,Independent Broker
POL-104092,2024-01-08,2025-01-07,2,5,13668.16,Active,Affinity Partner
POL-104093,2025-05-04,2026-05-04,3,6,52466.86,Active,Corporate Intermediary
POL-104094,2024-04-12,2025-04-12,3,1,61345.2,Active,Independent Broker
POL-104095,2024-09-04,2025-09-04,1,1,23545.07,Active,Independent Broker
POL-104096,2025-05-05,2026-05-05,1,5,11785.49,Active,Corporate Intermediary
POL-104097,2024-10-23,2025-10-23,1,1,12651.11,Active,Direct Digital
POL-104098,2024-09-02,2025-09-02,5,1,188631.12,Lapsed,Corporate Intermediary
POL-104099,2025-04-16,2026-04-16,2,4,19060.63,Active,Direct Digital
POL-104100,2025-03-25,2026-03-25,3,1,115390.04,Active,Direct Digital
POL-104101,2024-12-12,2025-12-12,4,1,86449.85,Active,Direct Digital
POL-104102,2024-04-06,2025-04-06,1,5,25861.84,Active,Independent Broker
POL-104103,2024-08-21,2025-08-21,5,1,137765.17,Active,Direct Digital
POL-104104,2024-10-31,2025-10-31,3,4,50331.05,Active,Direct Digital
POL-104105,2024-01-10,2025-01-09,4,2,156192.86,Active,Direct Digital
POL-104106,2024-10-02,2025-10-02,4,2,106075.24,Active,Affinity Partner
POL-104107,2025-03-29,2026-03-29,2,2,15043.84,Active,Direct Digital
POL-104108,2024-08-14,2025-08-14,1,1,9661.99,Active,Corporate Intermediary
POL-104109,2024-09-08,2025-09-08,1,5,12137.5,Active,Independent Broker
POL-104110,2024-06-03,2025-06-03,1,3,16970.17,Active,Direct Digital
POL-104111,2024-03-18,2025-03-18,2,6,14186.0,Cancelled,Affinity Partner
POL-104112,2025-02-15,2026-02-15,2,6,13798.37,Lapsed,Independent Broker
POL-104113,2024-07-31,2025-07-31,3,2,48178.47,Active,Direct Digital
POL-104114,2024-11-16,2025-11-16,1,4,17856.14,Active,Independent Broker
POL-104115,2024-03-27,2025-03-27,5,1,158853.24,Active,Direct Digital
POL-104116,2024-02-24,2025-02-23,1,3,14032.08,Active,Corporate Intermediary
POL-104117,2025-04-29,2026-04-29,5,2,136077.72,Active,Independent Broker
POL-104118,2025-01-15,2026-01-15,3,1,141339.17,Active,Direct Digital
POL-104119,2024-02-10,2025-02-09,1,5,16239.34,Active,Independent Broker
POL-104120,2024-12-31,2025-12-31,4,2,291344.35,Active,Affinity Partner
POL-104121,2024-03-13,2025-03-13,2,3,13379.87,Active,Independent Broker
POL-104122,2024-08-01,2025-08-01,1,3,24775.11,Cancelled,Independent Broker
POL-104123,2025-05-11,2026-05-11,5,3,192569.29,Active,Corporate Intermediary
POL-104124,2024-03-20,2025-03-20,1,3,24587.87,Active,Direct Digital
POL-104125,2024-11-18,2025-11-18,2,1,19161.5,Active,Corporate Intermediary
POL-104126,2024-07-31,2025-07-31,1,2,22311.27,Active,Direct Digital
POL-104127,2024-05-14,2025-05-14,5,1,215811.14,Active,Independent Broker
POL-104128,2024-05-13,2025-05-13,1,1,21385.06,Active,Affinity Partner
POL-104129,2024-03-17,2025-03-17,4,1,155738.35,Active,Affinity Partner
POL-104130,2024-08-21,2025-08-21,1,1,9666.97,Active,Independent Broker
POL-104131,2025-03-23,2026-03-23,5,5,217910.74,Active,Direct Digital
POL-104132,2024-07-16,2025-07-16,4,3,247283.76,Active,Independent Broker
POL-104133,2024-06-25,2025-06-25,4,1,158546.95,Active,Independent Broker
POL-104134,2025-05-18,2026-05-18,1,3,22299.36,Active,Affinity Partner
POL-104135,2024-05-11,2025-05-11,1,2,18224.1,Active,Independent Broker
POL-104136,2024-12-03,2025-12-03,4,3,313270.13,Active,Independent Broker
POL-104137,2024-02-20,2025-02-19,2,5,8263.08,Active,Independent Broker
POL-104138,2024-09-18,2025-09-18,3,4,85669.19,Active,Independent Broker
POL-104139,2024-10-04,2025-10-04,2,1,17591.93,Active,Independent Broker
POL-104140,2025-03-30,2026-03-30,4,1,214005.41,Active,Direct Digital
POL-104141,2024-09-04,2025-09-04,1,4,23672.51,Active,Direct Digital
POL-104142,2024-05-02,2025-05-02,1,3,10573.41,Lapsed,Independent Broker
POL-104143,2025-01-28,2026-01-28,2,1,7302.24,Active,Independent Broker
POL-104144,2024-11-22,2025-11-22,5,2,166345.25,Active,Direct Digital
POL-104145,2025-05-26,2026-05-26,4,3,307020.37,Active,Corporate Intermediary
POL-104146,2025-01-02,2026-01-02,3,2,53785.38,Cancelled,Direct Digital
POL-104147,2025-03-17,2026-03-17,2,1,7294.51,Active,Independent Broker
POL-104148,2025-06-17,2026-06-17,2,3,19010.54,Active,Direct Digital
POL-104149,2024-03-14,2025-03-14,2,2,12070.02,Active,Direct Digital
POL-104150,2024-09-19,2025-09-19,2,1,8148.21,Active,Independent Broker
POL-104151,2024-10-30,2025-10-30,1,1,22747.48,Active,Direct Digital
POL-104152,2025-02-20,2026-02-20,3,2,44004.65,Active,Corporate Intermediary
POL-104153,2025-04-26,2026-04-26,1,6,10641.78,Active,Direct Digital
POL-104154,2024-07-17,2025-07-17,1,4,14492.1,Lapsed,Direct Digital
POL-104155,2024-08-05,2025-08-05,3,4,90523.04,Active,Corporate Intermediary
POL-104156,2024-12-06,2025-12-06,5,1,141894.75,Active,Direct Digital
POL-104157,2024-10-11,2025-10-11,5,1,86140.5,Active,Direct Digital
POL-104158,2025-03-19,2026-03-19,4,1,276799.76,Active,Independent Broker
POL-104159,2025-05-13,2026-05-13,1,1,15120.82,Active,Direct Digital
POL-104160,2024-08-02,2025-08-02,2,2,15609.62,Active,Direct Digital
POL-104161,2024-02-13,2025-02-12,2,1,12084.34,Active,Corporate Intermediary
POL-104162,2025-05-18,2026-05-18,2,3,20636.82,Active,Independent Broker
POL-104163,2024-08-16,2025-08-16,3,1,121866.01,Lapsed,Independent Broker
POL-104164,2024-02-16,2025-02-15,1,4,25714.49,Active,Independent Broker
POL-104165,2024-09-13,2025-09-13,1,1,20271.05,Active,Direct Digital
POL-104166,2024-08-26,2025-08-26,1,2,24546.1,Active,Corporate Intermediary
POL-104167,2024-12-06,2025-12-06,3,1,114041.85,Active,Independent Broker
POL-104168,2024-11-15,2025-11-15,1,1,13328.67,Active,Independent Broker
POL-104169,2025-04-15,2026-04-15,3,1,104845.67,Active,Independent Broker
POL-104170,2024-04-26,2025-04-26,4,1,91339.95,Lapsed,Independent Broker
POL-104171,2025-06-19,2026-06-19,5,1,84249.32,Active,Corporate Intermediary
POL-104172,2024-05-12,2025-05-12,4,2,267743.43,Active,Independent Broker
POL-104173,2025-06-10,2026-06-10,2,1,15073.61,Active,Independent Broker
POL-104174,2024-08-13,2025-08-13,1,2,10110.5,Active,Independent Broker
POL-104175,2025-01-20,2026-01-20,5,4,178646.48,Active,Independent Broker
POL-104176,2025-05-07,2026-05-07,2,3,10095.06,Active,Independent Broker
POL-104177,2024-01-03,2025-01-02,2,2,9708.75,Active,Independent Broker
POL-104178,2024-03-29,2025-03-29,2,1,20747.82,Active,Corporate Intermediary
POL-104179,2024-04-02,2025-04-02,2,3,14109.01,Active,Direct Digital
POL-104180,2025-01-25,2026-01-25,2,2,14971.14,Active,Independent Broker
POL-104181,2024-01-24,2025-01-23,2,1,10450.82,Active,Direct Digital
POL-104182,2025-04-30,2026-04-30,1,2,19844.65,Lapsed,Direct Digital
POL-104183,2024-06-04,2025-06-04,1,1,17333.03,Active,Direct Digital
POL-104184,2025-03-14,2026-03-14,2,1,19246.31,Active,Independent Broker
POL-104185,2025-04-03,2026-04-03,1,4,24172.58,Active,Independent Broker
POL-104186,2025-04-02,2026-04-02,3,2,124985.5,Active,Corporate Intermediary
POL-104187,2025-03-06,2026-03-06,3,2,79037.2,Active,Direct Digital
POL-104188,2024-02-10,2025-02-09,2,6,10099.81,Active,Independent Broker
POL-104189,2024-03-07,2025-03-07,2,3,15514.89,Active,Independent Broker
POL-104190,2025-06-06,2026-06-06,4,7,249490.85,Active,Independent Broker
POL-104191,2024-08-03,2025-08-03,3,1,106958.3,Active,Direct Digital
POL-104192,2024-01-24,2025-01-23,1,1,20838.06,Active,Direct Digital
POL-104193,2025-02-12,2026-02-12,4,1,119199.64,Lapsed,Corporate Intermediary
POL-104194,2024-01-29,2025-01-28,4,2,255865.8,Active,Corporate Intermediary
POL-104195,2024-04-12,2025-04-12,1,3,20211.47,Active,Independent Broker
POL-104196,2024-04-10,2025-04-10,3,7,57790.18,Active,Independent Broker
POL-104197,2025-05-15,2026-05-15,1,2,15963.59,Active,Affinity Partner
POL-104198,2024-02-07,2025-02-06,1,1,17056.78,Active,Independent Broker
POL-104199,2024-05-30,2025-05-30,4,3,110274.74,Active,Corporate Intermediary
POL-104200,2024-08-17,2025-08-17,2,5,14257.06,Lapsed,Independent Broker
POL-104201,2024-11-07,2025-11-07,4,2,300723.46,Active,Independent Broker
POL-104202,2025-03-06,2026-03-06,3,2,96308.52,Active,Corporate Intermediary
POL-104203,2024-08-18,2025-08-18,1,2,15410.74,Active,Corporate Intermediary
POL-104204,2025-03-28,2026-03-28,1,6,11265.61,Active,Corporate Intermediary
POL-104205,2024-08-11,2025-08-11,1,2,15000.02,Active,Independent Broker
POL-104206,2024-11-21,2025-11-21,2,5,19689.94,Active,Independent Broker
POL-104207,2025-06-21,2026-06-21,3,4,113213.48,Active,Direct Digital
POL-104208,2024-10-07,2025-10-07,5,1,94779.28,Active,Affinity Partner
POL-104209,2024-08-02,2025-08-02,1,1,14706.36,Active,Independent Broker
POL-104210,2024-02-22,2025-02-21,4,5,100088.67,Active,Direct Digital
POL-104211,2024-11-26,2025-11-26,1,1,16169.78,Cancelled,Direct Digital
POL-104212,2025-02-06,2026-02-06,5,3,152295.88,Active,Independent Broker
POL-104213,2025-03-24,2026-03-24,2,4,13360.44,Active,Corporate Intermediary
POL-104214,2024-08-25,2025-08-25,4,1,272052.66,Active,Independent Broker
POL-104215,2025-06-08,2026-06-08,2,1,12885.79,Active,Corporate Intermediary
POL-104216,2024-01-26,2025-01-25,5,1,189298.47,Active,Corporate Intermediary
POL-104217,2024-11-01,2025-11-01,1,1,16684.91,Lapsed,Independent Broker
POL-104218,2025-05-06,2026-05-06,1,7,17777.19,Active,Corporate Intermediary
POL-104219,2024-12-29,2025-12-29,3,3,85194.08,Active,Direct Digital
POL-104220,2024-05-30,2025-05-30,4,2,132212.75,Active,Affinity Partner
POL-104221,2024-08-01,2025-08-01,5,1,73239.88,Active,Independent Broker
POL-104222,2025-01-12,2026-01-12,5,4,101730.96,Active,Corporate Intermediary
POL-104223,2024-08-20,2025-08-20,1,1,11083.71,Active,Independent Broker
POL-104224,2024-03-11,2025-03-11,3,2,115965.8,Active,Direct Digital
POL-104225,2025-03-19,2026-03-19,2,1,20264.93,Lapsed,Direct Digital
POL-104226,2025-01-28,2026-01-28,3,5,72043.76,Active,Direct Digital
POL-104227,2024-12-31,2025-12-31,3,1,118735.61,Lapsed,Independent Broker
POL-104228,2024-04-27,2025-04-27,2,1,13298.96,Active,Affinity Partner
POL-104229,2024-06-18,2025-06-18,1,3,20496.23,Active,Independent Broker
POL-104230,2024-10-20,2025-10-20,1,1,22518.86,Active,Direct Digital
POL-104231,2025-05-06,2026-05-06,2,5,19473.16,Active,Direct Digital
POL-104232,2024-07-27,2025-07-27,4,3,273661.02,Active,Independent Broker
POL-104233,2024-05-11,2025-05-11,4,6,285560.0,Active,Direct Digital
POL-104234,2024-09-04,2025-09-04,1,7,24921.5,Active,Independent Broker
POL-104235,2024-12-22,2025-12-22,5,1,147773.46,Active,Independent Broker
POL-104236,2024-07-10,2025-07-10,1,3,24207.34,Active,Independent Broker
POL-104237,2024-05-06,2025-05-06,4,6,167500.71,Active,Independent Broker
POL-104238,2024-03-20,2025-03-20,1,1,25957.06,Active,Affinity Partner
POL-104239,2024-10-11,2025-10-11,1,1,11804.61,Active,Direct Digital
POL-104240,2024-08-13,2025-08-13,1,4,19249.48,Active,Corporate Intermediary
POL-104241,2024-08-01,2025-08-01,5,2,215231.38,Active,Corporate Intermediary
POL-104242,2025-05-14,2026-05-14,2,4,17417.1,Active,Corporate Intermediary
POL-104243,2024-03-14,2025-03-14,2,1,15972.17,Active,Independent Broker
POL-104244,2024-10-07,2025-10-07,2,1,15711.58,Active,Corporate Intermediary
POL-104245,2024-12-24,2025-12-24,1,2,14586.35,Active,Independent Broker
POL-104246,2024-11-10,2025-11-10,1,2,22942.32,Active,Independent Broker
POL-104247,2025-05-16,2026-05-16,5,1,114533.71,Active,Independent Broker
POL-104248,2024-12-31,2025-12-31,5,4,114836.67,Active,Independent Broker
POL-104249,2024-06-10,2025-06-10,4,1,194062.06,Active,Corporate Intermediary
POL-104250,2024-09-26,2025-09-26,1,1,19568.84,Active,Affinity Partner
POL-104251,2024-11-27,2025-11-27,1,1,21784.4,Active,Direct Digital
POL-104252,2024-08-01,2025-08-01,1,7,14332.19,Active,Corporate Intermediary
POL-104253,2025-02-12,2026-02-12,3,1,63307.02,Lapsed,Direct Digital
POL-104254,2024-01-01,2024-12-31,2,2,17619.39,Lapsed,Direct Digital
POL-104255,2025-01-04,2026-01-04,2,2,17290.77,Active,Independent Broker
POL-104256,2025-05-08,2026-05-08,2,3,18646.53,Active,Direct Digital
POL-104257,2024-09-23,2025-09-23,4,3,187207.17,Active,Independent Broker
POL-104258,2024-11-20,2025-11-20,1,1,11797.81,Active,Direct Digital
POL-104259,2024-11-25,2025-11-25,2,1,13283.21,Active,Independent Broker
POL-104260,2025-06-10,2026-06-10,1,1,21053.19,Active,Independent Broker
POL-104261,2024-03-02,2025-03-02,1,6,21026.05,Active,Direct Digital
POL-104262,2024-11-15,2025-11-15,1,3,10982.65,Active,Direct Digital
POL-104263,2024-08-22,2025-08-22,2,2,14581.08,Active,Direct Digital
POL-104264,2024-01-16,2025-01-15,3,3,51158.72,Active,Direct Digital
POL-104265,2025-02-19,2026-02-19,4,3,153420.46,Active,Independent Broker
POL-104266,2025-04-10,2026-04-10,1,2,20133.96,Active,Direct Digital
POL-104267,2025-03-14,2026-03-14,3,4,65354.87,Lapsed,Independent Broker
POL-104268,2025-01-16,2026-01-16,1,1,21190.35,Active,Independent Broker
POL-104269,2024-02-24,2025-02-23,1,1,10489.37,Lapsed,Independent Broker
POL-104270,2024-12-09,2025-12-09,4,5,305883.32,Lapsed,Direct Digital
POL-104271,2024-11-30,2025-11-30,1,1,14328.23,Active,Direct Digital
POL-104272,2024-06-06,2025-06-06,1,2,16305.27,Active,Independent Broker
POL-104273,2024-09-19,2025-09-19,2,6,15325.76,Active,Direct Digital
POL-104274,2025-02-15,2026-02-15,2,1,10040.13,Active,Direct Digital
POL-104275,2024-05-18,2025-05-18,1,1,10212.68,Cancelled,Direct Digital
POL-104276,2024-05-13,2025-05-13,1,4,12488.05,Active,Direct Digital
POL-104277,2024-01-29,2025-01-28,1,4,21722.23,Active,Corporate Intermediary
POL-104278,2024-04-26,2025-04-26,5,1,93524.42,Active,Direct Digital
POL-104279,2024-04-13,2025-04-13,1,1,20124.57,Active,Independent Broker
POL-104280,2024-04-29,2025-04-29,1,1,13589.41,Active,Independent Broker
POL-104281,2025-02-25,2026-02-25,4,1,156647.86,Active,Direct Digital
POL-104282,2025-02-13,2026-02-13,2,7,18297.37,Active,Independent Broker
POL-104283,2024-01-06,2025-01-05,1,1,19171.86,Active,Direct Digital
POL-104284,2024-06-27,2025-06-27,5,1,174046.03,Active,Independent Broker
POL-104285,2025-03-23,2026-03-23,5,2,158231.76,Active,Affinity Partner
POL-104286,2024-09-05,2025-09-05,2,4,15105.31,Active,Independent Broker
POL-104287,2025-04-28,2026-04-28,1,2,16238.16,Active,Independent Broker
POL-104288,2024-06-30,2025-06-30,2,2,12318.78,Active,Corporate Intermediary
POL-104289,2024-09-30,2025-09-30,3,7,147872.6,Cancelled,Independent Broker
POL-104290,2024-09-09,2025-09-09,4,3,89841.77,Lapsed,Independent Broker
POL-104291,2024-04-17,2025-04-17,1,2,22437.2,Active,Direct Digital
POL-104292,2025-01-14,2026-01-14,1,1,24001.77,Active,Affinity Partner
POL-104293,2025-02-07,2026-02-07,2,6,11585.37,Active,Direct Digital
POL-104294,2025-02-21,2026-02-21,1,7,19994.16,Active,Independent Broker
POL-104295,2024-12-13,2025-12-13,5,1,76196.32,Active,Affinity Partner
POL-104296,2025-02-01,2026-02-01,3,3,59786.68,Active,Independent Broker
POL-104297,2024-06-09,2025-06-09,4,2,286535.77,Active,Independent Broker
POL-104298,2024-07-20,2025-07-20,5,4,142998.89,Active,Direct Digital
POL-104299,2024-10-20,2025-10-20,2,3,11733.63,Active,Direct Digital
POL-104300,2024-01-27,2025-01-26,2,1,12627.49,Active,Direct Digital
POL-104301,2025-04-26,2026-04-26,4,4,132909.23,Active,Corporate Intermediary
POL-104302,2024-03-20,2025-03-20,2,1,12091.89,Active,Affinity Partner
POL-104303,2024-03-26,2025-03-26,1,2,24309.77,Active,Direct Digital
POL-104304,2025-04-17,2026-04-17,1,1,13615.43,Active,Direct Digital
POL-104305,2024-05-13,2025-05-13,2,1,13707.12,Active,Corporate Intermediary
POL-104306,2024-01-05,2025-01-04,1,1,18395.41,Active,Independent Broker
POL-104307,2024-01-20,2025-01-19,3,1,87618.5,Active,Direct Digital
POL-104308,2024-05-14,2025-05-14,1,1,16131.0,Active,Corporate Intermediary
POL-104309,2025-03-28,2026-03-28,2,1,11661.74,Active,Direct Digital
POL-104310,2024-06-17,2025-06-17,2,5,11292.22,Active,Direct Digital
POL-104311,2024-07-14,2025-07-14,4,1,187702.32,Active,Independent Broker
POL-104312,2024-11-03,2025-11-03,1,1,16084.75,Active,Independent Broker
POL-104313,2024-03-22,2025-03-22,4,1,119472.91,Active,Affinity Partner
POL-104314,2024-10-26,2025-10-26,3,2,52434.88,Active,Affinity Partner
POL-104315,2024-01-27,2025-01-26,2,5,19468.29,Active,Independent Broker
POL-104316,2024-04-23,2025-04-23,1,1,25277.29,Active,Independent Broker
POL-104317,2024-01-29,2025-01-28,1,2,22327.56,Active,Independent Broker
POL-104318,2024-02-04,2025-02-03,5,7,63821.65,Active,Direct Digital
POL-104319,2024-10-05,2025-10-05,1,2,24649.33,Active,Independent Broker
POL-104320,2024-07-29,2025-07-29,4,1,205702.38,Active,Direct Digital
POL-104321,2024-09-28,2025-09-28,1,6,10618.05,Active,Independent Broker
POL-104322,2024-08-09,2025-08-09,1,1,25901.2,Lapsed,Direct Digital
POL-104323,2025-02-14,2026-02-14,1,1,19084.81,Active,Independent Broker
POL-104324,2024-03-26,2025-03-26,5,1,58085.31,Active,Corporate Intermediary
POL-104325,2024-06-14,2025-06-14,1,1,18286.04,Active,Independent Broker
POL-104326,2025-03-03,2026-03-03,1,2,24622.05,Cancelled,Independent Broker
POL-104327,2024-03-15,2025-03-15,4,3,84691.1,Active,Direct Digital
POL-104328,2024-07-24,2025-07-24,1,3,24283.23,Lapsed,Independent Broker
POL-104329,2024-09-24,2025-09-24,1,1,13036.29,Active,Independent Broker
POL-104330,2025-05-04,2026-05-04,3,4,53347.87,Active,Affinity Partner
POL-104331,2024-04-12,2025-04-12,1,3,15867.38,Active,Corporate Intermediary
POL-104332,2024-04-11,2025-04-11,4,1,268725.34,Active,Corporate Intermediary
POL-104333,2024-04-10,2025-04-10,3,5,78513.57,Active,Direct Digital
POL-104334,2024-05-18,2025-05-18,2,2,16432.3,Active,Affinity Partner
POL-104335,2025-06-17,2026-06-17,3,4,52415.26,Active,Direct Digital
POL-104336,2025-04-15,2026-04-15,4,1,152692.88,Lapsed,Affinity Partner
POL-104337,2024-03-17,2025-03-17,5,3,86231.55,Active,Corporate Intermediary
POL-104338,2025-01-12,2026-01-12,3,2,76758.56,Active,Independent Broker
POL-104339,2024-09-01,2025-09-01,3,1,46426.09,Active,Independent Broker
POL-104340,2024-04-23,2025-04-23,4,2,104917.99,Active,Direct Digital
POL-104341,2024-09-12,2025-09-12,4,1,104147.75,Active,Direct Digital
POL-104342,2024-08-31,2025-08-31,1,2,13171.84,Active,Independent Broker
POL-104343,2025-03-19,2026-03-19,4,1,170191.33,Active,Direct Digital
POL-104344,2024-12-18,2025-12-18,2,1,20977.1,Active,Independent Broker
POL-104345,2024-11-15,2025-11-15,1,1,11878.46,Active,Independent Broker
POL-104346,2024-03-07,2025-03-07,5,2,149237.41,Active,Independent Broker
POL-104347,2025-06-17,2026-06-17,3,2,92258.42,Active,Independent Broker
POL-104348,2024-08-14,2025-08-14,1,1,15655.61,Active,Independent Broker
POL-104349,2024-12-14,2025-12-14,2,2,12000.58,Active,Independent Broker
